gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
LY6G6F;0,00;0,89;1,04;1,39
LY6H;0,00;1,13;1,12;-0,02
LY6K;0,00;1,17;1,84;-0,20
LY6L;0,00;0,96;1,70;0,82
LY75;0,00;0,95;0,89;1,36
LY86;0,00;1,09;1,40;0,24
LY9;0,00;1,00;1,10;0,64
LY96;0,00;1,18;1,94;0,29
LYAR;0,00;1,11;1,00;-0,11
LYG1;0,00;0,93;1,08;1,00
LYL1;0,12;1,44;1,24;-1,92
LYN;1,00;0,60;0,28;4,00
LYNX1;0,00;1,13;1,58;0,03
LYPD1;0,00;1,07;1,42;0,31
LYPD2;0,02;1,30;1,44;-0,67
LYPD3;0,00;1,07;1,58;0,10
LYPD4;0,00;0,99;1,50;0,66
LYPD5;0,00;0,98;1,58;0,71
LYPD6;0,00;0,98;1,08;0,70
LYPD6B;0,00;0,90;1,17;1,14
LYPD8;0,07;1,03;1,91;0,51
LYPLA1;0,00;0,91;1,56;0,98
LYPLA2;1,00;0,74;0,45;2,20
LYPLAL1;0,00;1,45;1,80;-1,66
LYRM1;0,03;1,27;1,51;-0,13
LYRM2;0,01;1,39;1,37;-0,53
LYRM4;0,00;1,50;1,49;-1,09
LYRM7;0,16;1,97;1,89;-1,11
LYRM9;0,00;1,30;1,92;-0,33
LYSMD1;0,15;0,98;0,78;0,71
LYSMD2;0,36;1,24;0,90;-0,55
LYSMD3;0,02;0,95;0,79;0,97
LYSMD4;0,00;1,06;1,87;0,16
LYST;0,00;0,84;0,51;4,11
LYVE1;0,00;1,02;1,24;0,48
LYZ;0,00;0,89;1,65;1,07
LYZL1;0,00;0,93;1,74;0,91
LYZL2;0,00;1,03;1,20;0,47
LYZL4;0,01;1,07;1,19;0,31
LYZL6;0,00;1,04;1,82;0,44
LZIC;0,00;0,94;1,86;0,85
LZTFL1;0,00;0,91;0,87;1,07
LZTR1;0,00;1,10;2,00;-0,54
LZTS1;0,00;1,12;1,01;-0,57
LZTS3;0,17;1,03;0,65;0,27
M1AP;0,00;0,87;0,92;1,84
M6PR;0,00;0,91;0,84;1,17
MAB21L1;0,99;0,85;0,47;1,76
MAB21L2;0,04;0,68;0,73;3,12
MAB21L3;0,00;1,00;1,14;0,63
MAB21L4;0,00;1,24;1,25;-1,35
MACC1;0,00;1,13;1,30;-0,84
MACIR;0,87;0,94;0,61;0,96
MACO1;1,00;0,67;0,29;3,86
MACROD1;0,00;1,37;1,33;-1,89
MACROD2;0,00;0,99;0,72;0,65
MACROH2A2;0,99;0,64;0,48;2,98
MAD1L1;0,00;1,11;1,23;-0,62
MAD2L1;0,50;0,82;0,68;1,49
MAD2L1BP;0,00;0,99;1,07;0,65
MAD2L2;0,00;0,83;0,81;1,59
MADCAM1;0,00;1,39;1,90;-2,13
MAEA;0,00;0,74;0,70;2,76
MAEL;0,00;0,99;1,06;0,66
MAF;0,03;1,11;0,85;-0,25
MAF1;1,00;0,78;0,44;1,92
MAFA;NA;1,77;NA;-4,30
MAFB;0,98;0,89;0,47;1,45
MAFF;0,00;1,11;1,95;0,09
MAFG;0,59;0,86;0,81;1,30
MAFK;0,50;1,11;0,97;0,05
MAG;0,00;1,00;0,73;0,57
MAGEF1;NA;1,15;NA;-0,32
MAGEL2;NA;1,15;NA;-1,60
MAGI1;0,86;0,98;0,49;0,91
MAGI2;1,00;0,92;0,37;1,86
MAGI3;1,00;0,89;0,47;2,27
MAGOH;0,98;0,43;0,31;2,57
MAGOHB;0,00;0,96;1,90;0,70
MAJIN;0,00;1,05;1,25;0,34
MAK;0,00;0,95;0,89;1,10
MAK16;1,00;0,83;0,33;1,67
MAL;0,65;1,19;0,70;-0,29
MAL2;0,00;1,27;1,60;-0,71
MALL;0,56;0,72;0,91;1,38
MALRD1;0,00;1,18;1,14;-2,47
MALSU1;0,00;1,32;1,49;-1,33
MALT1;0,64;0,82;0,58;2,31
MAMDC2;0,00;1,02;0,86;0,42
MAMDC4;0,00;1,18;1,33;-1,90
MAML1;1,00;0,99;0,30;0,72
MAML2;1,00;1,00;0,31;0,68
MAML3;1,00;0,92;0,33;1,78
MAMSTR;0,00;1,23;1,49;-1,19
MAN1A1;0,97;1,03;0,51;0,32
MAN1A2;0,95;0,80;0,53;2,13
MAN1B1;0,00;1,12;1,13;-0,66
MAN1C1;0,00;0,95;0,88;1,10
MAN2A1;0,00;0,97;0,75;0,92
MAN2A2;0,00;0,92;0,72;1,82
MAN2B1;0,00;0,98;0,90;0,90
MAN2B2;0,00;0,98;1,02;0,93
MAN2C1;0,00;1,04;1,01;0,15
MANBA;0,00;1,05;0,83;0,06
MANBAL;0,74;1,07;0,79;0,35
MANEA;0,00;1,02;0,93;0,47
MANEAL;0,00;1,04;1,06;0,24
MANF;0,03;1,17;0,95;-0,26
MANSC1;0,00;0,97;1,48;0,82
MANSC4;0,00;0,91;1,44;1,26
MAP10;0,00;1,12;1,85;-0,81
MAP1A;1,00;0,85;0,28;3,81
MAP1B;1,00;0,83;0,11;3,92
MAP1LC3A;0,00;1,02;1,29;0,51
MAP1LC3B;0,00;1,19;1,24;-0,19
MAP1LC3B2;0,32;1,10;1,87;0,18
MAP1LC3C;0,00;1,02;1,66;0,51
MAP1S;0,00;1,23;0,78;-2,41
MAP2;1,00;0,95;0,13;1,47
MAP2K1;0,97;0,58;0,52;3,76
MAP2K2;0,00;1,00;0,86;0,63
MAP2K3;0,00;0,96;0,99;0,93
MAP2K4;1,00;0,60;0,22;3,23
MAP2K5;0,00;0,97;1,20;0,77
MAP2K6;0,58;0,50;0,64;3,45
MAP2K7;1,00;0,79;0,45;2,39
MAP3K1;1,00;0,94;0,36;1,47
MAP3K10;0,97;1,00;0,51;0,65
MAP3K11;0,00;1,01;0,79;0,52
MAP3K12;1,00;0,71;0,25;4,09
MAP3K13;0,00;0,76;0,65;3,59
MAP3K14;1,00;0,68;0,26;4,51
MAP3K19;0,00;0,94;0,96;1,47
MAP3K2;0,79;0,93;0,60;1,08
MAP3K20;0,14;0,88;0,57;1,83
MAP3K21;0,00;1,05;1,06;0,05
MAP3K3;1,00;0,73;0,21;3,32
MAP3K4;1,00;0,79;0,44;3,93
MAP3K5;1,00;0,79;0,43;3,27
MAP3K6;0,00;0,97;0,86;1,04
MAP3K7;1,00;0,72;0,40;2,88
MAP3K7CL;0,00;1,01;1,30;0,56
MAP3K8;0,73;0,74;0,58;2,69
MAP3K9;0,00;0,93;0,67;1,61
MAP4;0,14;0,90;0,51;2,46
MAP4K1;1,00;0,79;0,40;3,07
MAP4K2;0,00;0,96;0,87;1,12
MAP4K3;0,00;1,04;0,79;0,26
MAP4K5;0,01;0,99;0,76;0,67
MAP6;0,00;1,08;1,20;-0,19
MAP6D1;0,00;1,77;1,77;-3,11
MAP7;0,00;1,05;0,75;0,06
MAP7D1;0,06;1,18;0,59;-1,43
MAP9;0,00;1,08;1,36;0,01
MAPK1;1,00;0,53;0,38;3,63
MAPK10;0,91;0,61;0,54;3,64
MAPK11;0,00;1,06;1,31;0,16
MAPK12;0,00;1,24;1,39;-1,13
MAPK13;0,00;1,04;0,91;0,28
MAPK14;0,91;0,59;0,56;2,94
MAPK15;0,00;1,16;1,34;-0,93
MAPK1IP1L;0,45;0,88;0,75;1,39
MAPK3;0,00;0,82;0,94;2,02
MAPK4;0,00;0,99;0,75;0,68
MAPK6;1,00;0,90;0,47;1,69
MAPK7;0,00;0,88;0,69;2,09
MAPK8IP1;1,00;0,91;0,38;1,60
MAPK8IP2;1,00;1,11;0,43;-0,58
MAPK8IP3;1,00;0,82;0,41;3,43
MAPK9;0,01;0,73;0,67;2,65
MAPKAP1;1,00;0,66;0,37;3,58
MAPKAPK2;1,00;0,68;0,30;3,00
MAPKAPK3;0,00;0,84;0,94;1,84
MAPKAPK5;0,28;0,84;0,60;1,85
MAPKBP1;0,84;0,83;0,48;3,23
MAPRE1;1,00;0,70;0,38;2,43
MAPRE2;0,99;0,46;0,49;4,33
MAPRE3;1,00;0,65;0,16;2,84
MAPT;0,00;0,84;0,72;2,49
MARCHF10;0,00;0,92;0,93;1,56
MARCHF11;0,00;1,12;1,25;-0,34
MARCHF2;0,00;0,97;1,24;0,82
MARCHF3;0,02;0,89;0,82;1,31
MARCHF4;0,98;0,93;0,50;1,22
MARCHF5;1,00;0,56;0,39;3,21
MARCHF6;1,00;0,68;0,31;3,98
MARCHF7;1,00;1,00;0,39;0,59
MARCHF8;0,00;1,00;1,00;0,60
MARCHF9;0,00;1,08;0,87;0,04
MARCKS;0,01;1,99;1,86;-6,13
MARCKSL1;0,25;1,32;0,91;-1,09
MARCO;0,00;1,11;1,15;-0,36
MARF1;1,00;0,81;0,17;3,74
MARK1;0,33;0,77;0,58;2,79
MARK2;1,00;0,63;0,29;4,85
MARK3;0,00;0,90;0,73;1,64
MARK4;1,00;0,79;0,36;2,95
mars-01;0,00;0,85;0,78;2,46
mars-02;0,00;0,95;0,95;1,14
MARVELD1;0,07;0,97;1,07;0,75
MARVELD2;0,00;0,89;0,99;1,65
MARVELD3;0,00;1,20;1,29;-1,01
MAS1;0,32;0,98;1,87;0,76
MAS1L;0,06;0,98;1,93;0,74
MASP1;0,00;0,97;0,87;0,93
MASP2;0,00;1,08;1,16;-0,20
MAST1;1,00;0,76;0,38;4,47
MAST2;0,00;0,91;0,58;2,10
MASTL;0,00;0,94;0,79;1,24
MAT1A;0,06;0,78;0,65;2,39
MAT2A;1,00;0,46;0,16;4,68
MAT2B;0,34;0,89;0,67;1,28
MATK;0,00;0,91;0,92;1,44
MATN1;0,00;0,99;1,12;0,66
MATN2;0,00;0,86;0,81;2,38
MATN3;0,00;1,05;1,36;0,15
MATR3;1,00;0,70;0,12;3,96
MAU2;1,00;0,57;0,18;4,86
MAVS;0,00;0,92;0,90;1,36
MAX;1,00;0,72;0,29;1,87
MAZ;1,00;1,25;0,35;-1,41
MB;0,03;0,94;1,03;0,90
MB21D2;0,99;0,89;0,46;1,64
MBD1;1,00;0,79;0,41;2,83
MBD2;0,95;1,05;0,54;0,29
MBD3;0,37;1,09;0,68;0,02
MBD3L1;0,29;0,96;1,89;0,83
MBD4;0,00;0,94;1,02;1,16
MBD5;1,00;0,89;0,16;2,37
MBD6;0,98;1,08;0,50;-0,37
MBIP;0,00;1,01;1,07;0,56
MBL2;0,03;1,19;1,50;-0,47
MBLAC1;0,03;1,32;1,89;-1,36
MBLAC2;0,00;1,09;1,53;0,03
MBNL1;1,00;0,65;0,32;3,36
MBNL2;0,91;0,70;0,56;2,75
MBOAT1;0,00;0,96;1,23;0,92
MBOAT2;0,18;0,86;0,62;1,67
MBOAT4;0,00;0,96;1,77;0,93
MBOAT7;0,00;1,16;1,23;-0,80
MBP;0,11;1,00;0,68;0,59
MBTD1;1,00;0,58;0,42;3,92
MBTPS1;0,00;1,21;0,85;-2,12
MC1R;0,01;1,36;1,93;-1,99
MC2R;0,00;0,98;1,39;0,74
MC3R;0,00;1,02;1,20;0,48
MC4R;0,00;1,04;1,34;0,31
MC5R;0,32;1,00;1,87;0,64
MCAM;0,00;0,91;0,87;1,50
MCAT;0,00;1,17;1,57;-0,72
MCC;0,00;1,18;0,92;-1,75
MCCC1;0,00;0,91;0,82;1,54
MCCC2;0,00;1,02;0,83;0,46
MCCD1;0,01;1,54;1,84;-1,49
MCEE;0,41;1,09;0,87;0,16
MCEMP1;0,00;1,12;0,91;0,02
MCF2L;0,00;0,93;0,77;1,59
MCF2L2;0,00;0,94;0,81;1,37
MCFD2;0,00;1,14;1,37;-0,07
MCHR1;0,00;1,02;0,95;0,44
MCHR2;0,00;0,98;0,97;0,75
MCIDAS;0,00;0,99;0,99;0,68
MCL1;1,00;1,18;0,40;-0,81
MCM10;0,00;1,02;0,94;0,34
MCM2;0,00;0,83;0,71;2,78
MCM3;0,00;0,88;0,81;1,93
MCM3AP;0,00;1,00;0,77;0,61
MCM4;0,00;1,05;0,81;0,02
MCM5;0,00;0,91;0,75;1,62
MCM6;0,00;0,89;0,68;1,80
MCM7;0,00;1,14;1,31;-1,00
MCM8;0,00;0,96;0,97;1,06
MCM9;0,00;0,94;0,92;1,47
MCMBP;0,80;0,87;0,54;1,80
MCMDC2;0,00;0,89;0,82;1,61
MCOLN1;0,00;0,77;0,90;2,93
MCOLN2;0,00;0,94;1,04;1,11
MCOLN3;0,00;0,88;1,16;1,69
MCPH1;0,00;1,48;1,34;-4,71
MCRIP1;0,00;1,05;1,22;0,40
MCRIP2;0,00;1,56;1,75;-1,90
MCRS1;0,97;0,81;0,50;2,22
MCUB;0,12;1,06;1,49;0,43
MDC1;0,00;0,84;0,65;3,55
MDFI;0,00;1,16;1,36;-0,37
MDFIC;0,00;1,24;1,50;-0,70
MDGA1;0,00;0,92;0,77;1,56
MDGA2;1,00;0,88;0,36;2,03
MDH1;0,47;1,02;0,67;0,48
MDH1B;0,00;0,95;1,13;1,01
MDH2;0,00;1,04;0,98;0,34
MDK;0,00;1,14;1,70;-0,03
MDM1;0,00;0,99;0,81;0,67
MDM2;1,00;0,75;0,33;2,59
MDM4;1,00;0,76;0,15;2,48
MDN1;1,00;0,86;0,42;4,87
MDP1;0,00;1,01;1,15;0,55
ME1;0,00;1,15;1,24;-0,44
ME2;0,00;0,89;1,07;1,28
MEA1;0,00;1,08;1,44;0,19
MEAF6;0,00;0,88;0,93;1,24
MEAK7;0,00;1,60;1,94;-4,64
MECOM;1,00;0,87;0,16;2,42
MECR;0,00;1,02;0,96;0,43
MED1;1,00;0,79;0,17;3,81
MED10;0,01;0,93;1,74;0,85
MED11;0,00;0,97;1,84;0,73
MED13;1,00;0,85;0,13;3,33
MED13L;1,00;0,70;0,04;6,30
MED15;1,00;0,76;0,45;3,41
MED16;0,00;1,40;1,30;-4,25
MED17;0,00;0,94;0,72;1,13
MED18;0,01;0,83;1,15;1,63
MED20;0,00;0,88;1,33;1,34
MED21;0,30;0,98;0,87;0,70
MED22;0,00;0,97;1,25;0,77
MED23;0,00;0,62;0,77;6,01
MED24;0,00;0,84;0,76;2,63
MED25;0,00;0,94;0,87;1,28
MED26;1,00;1,00;0,33;0,64
MED27;0,00;0,82;1,08;1,73
MED28;0,00;1,26;1,70;-0,70
MED29;0,00;1,03;1,00;0,45
MED30;0,44;1,01;0,85;0,56
MED31;0,06;0,88;0,80;1,12
MED4;0,00;1,09;1,03;0,10
MED6;0,00;0,87;1,23;1,33
MED7;0,34;0,89;0,76;1,30
MED8;0,00;0,87;0,89;1,40
MED9;0,02;1,01;1,08;0,58
MEDAG;0,00;1,23;1,52;-0,72
MEF2B;0,02;0,99;0,78;0,68
MEF2C;1,00;0,50;0,21;4,83
MEF2D;1,00;0,77;0,29;2,75
MEFV;0,00;1,19;1,15;-1,61
MEGF10;0,00;0,89;0,71;2,09
MEGF11;0,00;1,12;1,17;-1,02
MEGF6;0,00;1,22;1,22;-2,87
MEGF8;0,00;0,93;0,70;2,18
MEGF9;1,00;1,05;0,28;0,10
MEI1;0,00;1,02;0,85;0,34
MEI4;0,00;0,85;1,34;1,68
MEIG1;0,00;1,29;1,59;-0,38
MEIOB;0,00;1,03;1,32;0,45
MEIOC;1,00;0,83;0,22;2,57
MEIS1;1,00;0,68;0,23;3,16
MEIS2;1,00;0,69;0,26;3,43
MEIS3;0,00;1,01;1,08;0,51
MELK;0,00;0,99;1,10;0,66
MELTF;0,00;1,03;1,04;0,28
MEMO1;1,00;0,62;0,35;2,61
MEN1;1,00;0,65;0,21;4,20
MEOX1;0,00;1,12;1,14;-0,12
MEOX2;0,10;1,21;0,76;-0,85
MEP1A;0,00;1,00;0,88;0,61
MEP1B;0,00;0,94;1,22;1,23
MEPCE;1,00;1,00;0,33;0,61
MERTK;0,00;0,91;0,79;1,77
MESD;0,06;1,21;0,93;-0,69
MESP2;0,00;1,45;1,66;-2,85
MEST;0,43;0,70;0,59;2,74
MET;1,00;0,84;0,45;2,97
METAP1;0,00;0,87;0,88;1,42
METAP1D;0,00;1,06;1,24;0,22
METAP2;0,05;0,69;0,75;2,68
METRN;0,00;1,75;1,98;-3,96
METRNL;0,11;1,06;0,85;0,19
METTL1;0,01;1,00;0,79;0,60
METTL11B;0,00;1,00;1,20;0,58
METTL14;0,01;0,64;0,76;3,02
METTL15;0,00;0,97;1,21;0,82
METTL16;0,99;0,65;0,49;3,86
METTL17;0,00;0,98;1,05;0,76
METTL18;0,00;0,97;1,12;0,85
METTL21C;0,00;1,07;1,01;0,18
METTL22;0,00;1,34;1,38;-2,16
METTL23;0,00;1,42;1,76;-1,53
METTL24;0,00;0,98;1,24;0,76
METTL25;0,00;1,22;1,11;-1,02
METTL25B;0,00;0,94;1,00;1,15
METTL26;0,00;1,69;1,88;-2,97
METTL27;0,00;1,19;1,72;-0,51
METTL2A;0,00;0,89;1,24;1,38
METTL2B;0,00;0,77;0,79;2,32
METTL3;0,00;0,61;0,81;4,34
METTL4;0,00;1,00;1,13;0,59
METTL5;0,00;1,02;1,80;0,51
METTL6;0,00;0,98;1,11;0,76
METTL7A;0,00;0,98;1,16;0,72
METTL7B;0,01;1,08;1,15;0,12
METTL8;0,00;1,01;0,86;0,55
METTL9;0,98;0,75;0,50;2,26
MEX3A;1,00;0,78;0,37;2,56
MEX3B;0,00;1,15;1,83;-0,85
MEX3C;0,14;0,89;0,72;1,60
MEX3D;0,02;1,35;1,80;-2,69
MFAP1;1,00;0,67;0,41;3,45
MFAP2;0,00;1,02;1,07;0,52
MFAP3;0,54;0,93;0,66;1,16
MFAP3L;0,86;0,80;0,58;2,28
MFAP4;0,00;0,89;0,90;1,31
MFAP5;0,00;1,06;0,98;0,32
MFF;0,65;1,01;0,62;0,55
MFGE8;0,00;1,04;1,05;0,30
MFHAS1;0,00;1,38;0,86;-4,36
MFN1;0,00;0,96;0,96;1,04
MFN2;0,00;0,77;0,60;3,23
MFNG;0,00;0,97;1,05;0,85
MFRP;0,00;1,16;1,31;-0,96
MFSD1;0,00;0,97;1,03;0,80
MFSD10;0,00;1,37;1,60;-2,57
MFSD12;0,00;1,55;1,80;-4,30
MFSD13A;0,00;0,93;0,85;1,28
MFSD14A;0,01;0,75;0,81;2,33
MFSD14B;0,00;0,89;0,84;1,45
MFSD2A;0,21;0,73;0,57;3,08
MFSD2B;0,00;1,08;1,30;-0,08
MFSD3;0,00;1,62;1,80;-4,08
MFSD4A;0,00;0,87;0,87;1,74
MFSD4B;0,00;0,94;1,58;1,08
MFSD5;0,00;0,92;0,98;1,32
MFSD6;0,06;0,78;0,61;3,13
MFSD6L;0,00;1,04;1,88;0,20
MFSD8;0,00;0,93;1,01;1,23
MFSD9;0,00;1,08;1,45;-0,10
MGAM;0,00;0,95;0,83;1,70
MGARP;0,00;0,97;1,81;0,76
MGAT1;0,44;0,94;0,64;1,16
MGAT2;0,01;0,97;0,74;0,85
MGAT3;0,75;0,79;0,60;2,64
MGAT4A;0,02;0,88;0,74;1,48
MGAT4B;0,00;0,99;0,69;0,75
MGAT5;1,00;0,76;0,42;3,19
MGAT5B;0,00;0,91;0,72;1,69
MGLL;0,98;0,92;0,50;1,16
MGME1;0,00;0,99;0,93;0,68
MGMT;0,00;1,12;1,41;-0,07
MGP;0,00;1,12;1,63;0,24
MGRN1;0,01;1,36;0,62;-2,94
MGST1;0,02;1,06;1,18;0,32
MGST2;0,22;1,01;0,94;0,56
MGST3;0,00;0,87;1,24;1,23
MIA;0,00;1,00;1,29;0,61
MIA3;0,00;0,93;0,55;1,71
MIB1;0,00;0,78;2,00;2,91
MIB2;0,00;1,29;1,21;-3,03
MICA;0,00;0,91;0,78;1,26
MICAL1;0,00;0,94;0,83;1,35
MICAL2;0,00;0,95;0,72;1,36
MICAL3;1,00;0,96;0,40;1,24
MICALL1;0,00;1,02;0,98;0,40
MICALL2;0,00;1,44;1,68;-4,63
MICB;0,00;0,94;1,04;1,04
MICOS10;0,14;1,86;1,40;-1,15
MICOS13;0,00;1,23;1,63;-0,38
MICU1;0,00;0,88;1,02;1,57
MICU2;0,00;1,16;1,35;-0,48
MICU3;0,00;1,88;1,88;-3,71
MIEF1;0,49;0,90;0,61;1,47
MIEF2;0,77;1,08;0,72;-0,09
MIEN1;0,00;1,34;1,45;-0,76
MIER1;0,00;0,91;0,85;1,28
MIER2;0,00;1,06;0,67;0,08
MIER3;1,00;0,79;0,25;2,50
MIF;0,00;1,82;1,96;-2,72
MIF4GD;0,00;0,99;1,13;0,69
MIGA2;0,00;0,87;0,70;1,91
MIIP;0,00;1,02;1,24;0,45
MILR1;0,02;1,26;1,22;-0,19
MINAR1;0,00;0,98;0,76;0,86
MINAR2;0,00;1,38;1,82;-1,28
MINDY2;0,00;1,19;1,02;-1,21
MINDY3;0,10;1,05;0,73;0,30
MINDY4;0,00;1,01;0,91;0,50
MINK1;1,00;0,85;0,40;2,82
MINPP1;0,00;1,02;0,77;0,47
MIOS;0,00;0,94;0,63;1,31
MIOX;0,00;1,11;1,48;-0,18
MIP;0,01;0,79;0,94;1,87
MIPEP;0,00;1,17;1,18;-0,96
MIPOL1;0,00;1,07;1,45;0,17
MIS12;0,00;0,89;1,18;1,22
MIS18A;0,00;1,31;1,37;-0,90
MIS18BP1;0,00;1,06;0,80;-0,17
MISP;0,00;1,20;1,28;-1,60
MITD1;0,02;0,99;1,11;0,63
MITF;0,99;0,95;0,48;1,04
MIX23;0,00;1,01;1,02;0,59
MIXL1;0,00;1,49;1,92;-2,05
MKI67;0,00;1,00;0,72;0,59
MKKS;0,00;1,01;1,11;0,52
MKLN1;1,00;0,78;0,44;2,40
MKNK1;0,00;0,86;0,89;1,69
MKNK2;0,00;1,30;1,46;-1,89
MKRN1;1,00;0,88;0,31;1,68
MKRN2;0,00;1,02;0,95;0,46
MKRN2OS;0,00;1,26;1,33;-0,96
MKRN3;0,28;1,14;1,67;-0,71
MKS1;0,00;0,97;0,99;0,89
MKX;0,78;1,08;0,58;0,03
MLANA;0,00;1,23;1,93;-0,21
MLC1;0,00;1,02;1,04;0,45
MLEC;0,98;0,76;0,50;2,19
MLF1;0,00;1,02;1,26;0,51
MLF2;0,39;0,83;0,65;1,70
MLH1;0,00;0,95;0,64;1,09
MLH3;0,00;0,89;0,74;2,29
MLIP;0,00;1,09;1,10;-0,43
MLKL;0,00;1,22;1,19;-1,33
MLLT1;1,00;0,78;0,38;2,66
MLLT10;1,00;0,89;0,29;1,89
MLLT11;0,70;0,92;0,84;0,90
MLLT3;1,00;0,88;0,17;1,74
MLLT6;1,00;0,93;0,33;1,51
MLN;0,02;1,24;1,63;-0,15
MLNR;0,00;1,28;1,48;-1,63
MLPH;0,00;1,00;0,86;0,60
MLST8;0,02;0,97;0,68;0,84
MLX;0,08;1,00;0,69;0,62
MLXIP;1,00;0,84;0,46;2,56
MLXIPL;0,00;1,09;0,88;-0,37
MLYCD;0,00;1,55;1,17;-4,05
MMAA;0,00;0,95;1,16;1,02
MMAB;0,00;1,05;0,87;0,29
MMACHC;0,00;1,11;1,16;-0,13
MMADHC;0,00;0,99;0,99;0,66
MMD;0,00;0,97;1,29;0,77
MMD2;0,00;1,31;1,35;-1,30
MME;0,00;0,93;0,93;1,24
MMEL1;0,00;1,03;1,03;0,31
MMP1;0,00;1,12;1,29;-0,42
MMP10;0,00;1,12;1,26;-0,37
MMP11;0,00;0,96;0,78;1,00
MMP12;0,00;0,98;1,52;0,73
MMP13;0,00;1,00;1,07;0,58
MMP14;1,00;0,79;0,31;2,72
MMP15;0,00;0,97;0,76;0,94
MMP16;1,00;0,67;0,30;3,70
MMP17;0,00;1,10;1,46;-0,38
MMP19;0,00;0,95;1,28;1,04
MMP2;0,00;0,92;0,65;1,43
MMP20;0,00;1,13;1,20;-0,50
MMP21;0,00;1,14;1,22;-0,66
MMP23B;0,01;2,00;1,92;-3,72
MMP24;0,11;0,80;0,60;2,59
MMP25;0,00;1,33;1,45;-2,59
MMP26;0,00;1,15;1,40;-0,35
MMP27;0,00;1,17;1,32;-0,84
MMP28;0,00;1,05;1,28;0,16
MMP3;0,00;1,01;1,26;0,49
MMP7;0,00;1,18;1,10;-0,48
MMP8;0,00;1,24;1,46;-1,35
MMP9;0,00;1,02;1,21;0,33
MMRN1;0,00;1,11;1,02;-0,91
MMRN2;0,00;1,11;1,08;-0,78
MMS19;0,00;1,01;0,79;0,52
MMS22L;0,62;0,95;0,51;1,28
MMUT;0,00;0,95;1,18;1,09
MN1;0,99;1,20;0,48;-2,23
MNAT1;0,00;0,90;1,29;1,21
MND1;0,00;1,09;1,49;0,27
MNDA;0,00;1,15;1,56;-0,54
MNS1;0,00;1,11;1,03;-0,30
MNT;0,51;1,12;0,62;-0,50
MNX1;0,85;1,23;0,63;-1,15
MOAP1;0,10;0,94;1,83;1,04
MOB1A;0,41;0,79;0,81;1,54
MOB1B;0,00;1,05;1,24;0,35
MOB2;0,01;0,97;0,94;0,82
MOB3A;0,00;1,13;1,40;-0,21
MOB3B;0,63;0,95;0,67;0,92
MOB3C;0,00;1,01;1,27;0,55
MOB4;1,00;0,67;0,29;2,46
MOCOS;0,00;1,02;1,19;0,36
MOCS1;0,00;1,00;0,89;0,65
MOCS2;0,00;1,04;1,07;0,42
MOCS3;0,00;1,00;1,70;0,65
MOG;0,00;0,89;0,87;1,25
MOGAT1;0,00;1,12;1,31;-0,24
MOGAT2;0,00;1,04;1,05;0,33
MOGAT3;0,00;1,05;1,42;0,21
MOGS;0,00;0,98;0,85;0,86
MOK;0,00;1,02;1,29;0,42
MON1B;0,00;1,01;0,80;0,48
MON2;1,00;0,79;0,43;3,76
MORC1;0,03;0,88;0,57;1,89
MORC2;1,00;0,71;0,30;4,45
MORC3;1,00;0,79;0,37;3,10
MORF4L1;1,00;0,63;0,27;2,70
MORN1;0,00;1,24;1,39;-1,54
MORN2;0,00;1,66;1,88;-0,75
MORN3;0,00;1,06;1,47;0,21
MORN4;0,09;0,93;0,94;0,92
MORN5;0,00;1,04;1,25;0,40
MOS;0,10;0,96;1,94;0,92
MOSMO;0,24;0,80;0,92;1,39
MOSPD3;0,00;1,01;1,17;0,54
MOV10L1;0,00;0,94;0,87;1,48
MOXD1;0,00;1,20;1,12;-1,27
MPC1;0,10;0,95;0,92;0,82
MPC2;0,09;1,04;1,15;0,46
MPDU1;0,00;0,98;0,98;0,73
MPDZ;0,00;1,29;1,14;-4,42
MPEG1;0,02;1,01;1,94;0,54
MPG;0,00;1,20;1,47;-0,82
MPHOSPH10;0,06;0,98;0,61;0,75
MPHOSPH6;0,00;1,62;1,60;-2,22
MPHOSPH8;0,00;0,90;0,64;1,68
MPHOSPH9;0,00;0,91;0,70;1,81
MPI;0,00;1,00;1,04;0,59
MPIG6B;0,00;1,01;1,28;0,57
MPL;0,00;0,89;1,02;1,71
MPLKIP;0,00;1,52;1,82;-1,96
MPND;0,00;1,25;1,35;-1,53
MPO;0,00;0,98;0,99;0,82
MPP2;0,00;0,87;0,88;1,88
MPP3;0,00;0,87;0,74;1,82
MPP4;0,00;0,99;1,10;0,69
MPP7;0,00;0,93;0,97;1,17
MPPE1;0,00;0,98;1,03;0,74
MPPED1;0,05;0,72;0,70;2,71
MPPED2;1,00;0,80;0,35;1,94
MPRIP;1,00;0,80;0,29;4,02
MPST;0,00;1,27;1,50;-1,31
MPV17;0,00;0,98;1,37;0,73
MPV17L;0,00;1,42;1,71;-1,34
MPV17L2;0,00;1,22;1,54;-0,59
MPZ;0,11;0,86;0,71;1,48
MPZL1;0,05;0,94;0,78;0,95
MPZL2;0,00;1,18;1,70;-0,39
MPZL3;0,00;1,04;1,18;0,39
MR1;0,00;0,95;1,38;0,98
MRAP;0,00;1,15;1,44;-0,18
MRAP2;0,00;1,05;1,58;0,35
MRAS;0,99;0,65;0,44;2,60
MRC2;0,00;0,89;0,51;2,28
MRE11;0,00;0,95;0,80;1,09
