gene;pLI;oe_mis_upper;oe_lof_upper;mis_z
MANEA;0,00;1,11;0,87;-0,01
THAP7;0,01;1,05;0,87;0,38
HCRTR1;0,00;0,87;0,87;1,30
FAM20A;0,00;1,10;0,87;-0,02
TBRG1;0,00;0,95;0,87;0,81
CARNS1;0,00;0,94;0,87;1,03
KLF10;0,00;0,86;0,87;1,39
PIGU;0,00;0,98;0,87;0,72
GFI1B;0,00;1,02;0,87;0,50
MCIDAS;0,01;0,73;0,87;1,88
C14orf105;0,00;1,13;0,87;0,07
IFT52;0,00;0,83;0,87;1,44
ITGAD;0,00;0,97;0,87;0,85
TCIRG1;0,00;1,00;0,87;0,63
OR52I2;0,44;1,33;0,87;-0,92
LRRC31;0,00;1,13;0,87;-0,15
ZSCAN12;0,00;0,78;0,87;1,90
N4BP3;0,00;1,11;0,87;-0,13
EFCAB4B;0,00;0,95;0,87;0,93
BTBD9;0,00;0,79;0,87;1,93
RNF133;0,04;1,20;0,87;-0,38
POLK;0,00;1,04;0,87;0,29
PDE6C;0,00;0,92;0,87;1,14
RNF219;0,00;1,11;0,87;-0,15
ADCYAP1R1;0,00;0,86;0,87;1,39
DNAJC9;0,00;1,12;0,87;0,12
HTR2C;0,04;0,87;0,87;1,21
PIGH;0,23;0,89;0,87;0,95
ATP5F1;0,00;1,15;0,87;-0,01
VWA7;0,00;0,95;0,87;1,01
TADA3;0,00;0,72;0,87;2,12
ANKRD55;0,00;1,07;0,87;0,17
IL17RC;0,00;1,07;0,87;0,09
TRIM14;0,00;0,94;0,87;0,82
C3orf58;0,00;0,92;0,87;1,03
BCKDK;0,00;0,82;0,87;1,64
CATSPERB;0,00;0,91;0,87;1,34
ZNF471;0,00;0,94;0,87;0,99
CMTM4;0,23;0,84;0,87;1,15
ZNF7;0,00;1,06;0,87;0,23
HIRIP3;0,00;1,23;0,87;-0,82
BUD31;0,23;0,76;0,87;1,34
RAB11FIP1;0,00;0,99;0,87;0,66
TMEM150C;0,01;0,76;0,87;1,52
SYNC;0,00;0,99;0,87;0,67
GPR139;0,04;0,93;0,87;0,91
ALAD;0,00;0,87;0,87;1,23
FGFR4;0,00;0,92;0,87;1,19
SLC30A6;0,00;1,11;0,87;0,03
PLA2R1;0,00;1,03;0,87;0,35
THEMIS;0,00;1,18;0,87;-0,58
ST7L;0,00;1,00;0,87;0,58
NXPH4;0,23;0,80;0,87;1,46
MDK;0,23;1,09;0,87;0,33
OPLAH;0,00;1,03;0,87;0,27
POLR3B;0,00;0,70;0,87;3,20
ANKRD31;0,00;0,89;0,87;1,69
GPR20;0,44;0,97;0,87;0,75
LPIN3;0,00;0,99;0,87;0,65
LTV1;0,00;1,03;0,87;0,44
LPAR2;0,04;0,76;0,87;1,85
SLC2A12;0,00;0,88;0,87;1,31
DDX55;0,00;0,99;0,87;0,65
SLC24A4;0,00;0,97;0,87;0,80
ACOX2;0,00;1,01;0,87;0,50
MRPS27;0,00;1,12;0,87;0,02
TTLL1;0,00;0,84;0,87;1,46
LSR;0,00;1,18;0,87;-0,63
TMEM240;0,23;0,72;0,87;1,55
TRAF3IP3;0,00;0,98;0,87;0,71
ARHGDIA;0,04;0,83;0,87;1,20
NEUROD4;0,10;1,26;0,87;-0,57
LCMT1;0,00;0,99;0,87;0,63
TBCK;0,00;1,01;0,87;0,50
ZNF91;0,44;1,14;0,87;-0,55
ELN;0,00;1,08;0,87;0,05
STK3;0,00;0,82;0,87;1,58
IFRG15;0,44;0,62;0,87;1,58
mars-02;0,00;1,05;0,87;0,30
BANF1;0,65;0,63;0,87;1,43
ZNF862;0,00;1,03;0,87;0,33
ZNF699;0,00;0,96;0,87;0,85
ENTPD7;0,00;0,95;0,87;0,88
MTURN;0,44;0,88;0,87;0,93
COL23A1;0,00;0,98;0,87;0,70
FBF1;0,00;0,95;0,87;1,06
FGFR1OP2;0,00;0,89;0,87;1,04
SLX4;0,00;1,22;0,87;-1,88
TIMM8A;0,65;0,70;0,87;1,15
SIDT1;0,00;1,09;0,87;-0,11
AC037459,4;0,01;1,27;0,87;-0,66
MCM9;0,00;0,90;0,87;1,45
SLC35D3;0,04;0,91;0,87;1,07
CH25H;0,23;1,05;0,87;0,38
TJAP1;0,00;1,03;0,87;0,43
PDLIM1;0,00;0,96;0,87;0,76
OBSCN;0,00;1,07;0,87;-1,14
ZIC4;0,00;1,14;0,87;-0,11
CASP7;0,00;0,98;0,87;0,70
DHPS;0,00;1,19;0,87;-0,39
DLL3;0,00;1,04;0,87;0,33
ZNF529;0,00;0,97;0,87;0,78
SLC35C2;0,00;0,87;0,87;1,23
MRPS31;0,00;1,10;0,87;0,10
DPM1;0,00;1,05;0,87;0,38
RAD50;0,00;0,93;0,87;1,25
HGFAC;0,00;1,17;0,87;-0,58
TRIM59;0,00;1,02;0,87;0,50
LEPROT;0,44;0,96;0,87;0,71
OR10A7;0,44;1,38;0,87;-1,04
VSX1;0,04;1,02;0,87;0,48
MRPL48;0,00;0,90;0,87;0,94
PYGM;0,00;1,07;0,87;0,05
ALMS1;0,00;1,23;0,87;-2,99
CCDC47;0,00;0,92;0,88;1,04
TIGD2;0,00;1,02;0,88;0,49
OTOF;0,00;1,07;0,88;-0,29
MATN2;0,00;0,87;0,88;1,67
CEBPG;0,44;1,21;0,88;-0,06
MPND;0,00;1,06;0,88;0,31
FHOD1;0,00;0,96;0,88;0,93
NPY2R;0,04;0,95;0,88;0,81
PARD6G;0,10;0,76;0,88;1,84
HS3ST6;0,44;1,14;0,88;-0,04
SUCLG1;0,00;1,18;0,88;-0,22
TRNT1;0,00;1,34;0,88;-1,15
TRAFD1;0,00;1,00;0,88;0,62
POLR2F;0,01;0,90;0,88;0,89
KCTD15;0,04;0,88;0,88;1,17
HLCS;0,00;1,06;0,88;0,15
KBTBD3;0,00;0,96;0,88;0,84
PLD1;0,00;1,05;0,88;0,18
PCDHA1;0,00;1,11;0,88;-0,33
KRI1;0,00;1,06;0,88;0,14
DDX59;0,00;0,97;0,88;0,78
NDP;0,65;0,83;0,88;0,97
RPGRIP1;0,00;1,04;0,88;0,25
POLR3A;0,00;0,82;0,88;2,31
NMNAT1;0,04;0,99;0,88;0,63
CYP19A1;0,00;1,01;0,88;0,54
IMPA1;0,00;1,04;0,88;0,44
LRRC45;0,00;0,94;0,88;1,02
PRDX3;0,00;1,13;0,88;0,06
FOCAD;0,00;1,33;0,88;-2,93
PTGES3L-AARSD1;0,00;1,06;0,88;0,22
COL25A1;0,00;0,87;0,88;1,45
ZFP3;0,00;0,84;0,88;1,49
LMLN;0,00;0,80;0,88;1,90
SKIV2L;0,00;0,87;0,88;1,85
LAPTM4A;0,00;1,17;0,88;-0,05
FBXO7;0,00;1,18;0,88;-0,44
ARNTL2;0,00;1,03;0,88;0,39
LRRC10;0,43;1,05;0,88;0,39
CARD8;0,00;0,94;0,88;0,92
HSDL2;0,00;0,94;0,88;0,90
ZNF436;0,00;0,93;0,88;0,97
OBSL1;0,00;1,05;0,88;0,01
C8orf88;0,44;0,98;0,88;0,63
GRPR;0,22;0,97;0,88;0,72
PCGF6;0,00;0,96;0,88;0,78
GPRC5C;0,00;1,01;0,88;0,52
SLC37A4;0,00;1,11;0,88;0,00
STRC;0,00;0,91;0,88;1,27
HFE2;0,00;1,14;0,88;-0,15
NHLRC1;0,09;1,02;0,88;0,50
UBXN6;0,00;1,21;0,88;-0,59
AGK;0,00;0,97;0,88;0,76
COLGALT1;0,00;1,01;0,88;0,52
FREM3;0,00;0,80;0,88;2,97
EIF2A;0,00;0,91;0,88;1,10
VDR;0,00;0,92;0,88;1,06
XPNPEP3;0,00;1,12;0,88;-0,10
CPM;0,00;0,73;0,88;1,97
SKAP1;0,00;0,96;0,88;0,79
MOB1B;0,04;1,05;0,88;0,43
GABPB2;0,00;0,95;0,88;0,85
CR2;0,00;0,98;0,88;0,79
PCDHA5;0,00;1,12;0,88;-0,41
CTSA;0,00;1,02;0,88;0,48
SERPINB9;0,01;1,12;0,88;0,01
LRRC8E;0,00;1,03;0,88;0,37
TULP3;0,00;1,06;0,88;0,26
SDR9C7;0,01;0,99;0,88;0,63
GCG;0,03;1,22;0,88;-0,13
NUDT5;0,00;1,02;0,88;0,52
IFT74;0,00;1,28;0,88;-1,07
RNASEH2A;0,00;1,09;0,88;0,19
ACR;0,01;1,03;0,88;0,45
AIDA;0,00;0,91;0,88;0,96
CYB5B;0,09;1,28;0,88;-0,21
C1orf228;0,00;0,82;0,88;1,52
LIMS2;0,00;1,04;0,88;0,37
TSC22D3;0,43;0,85;0,88;1,03
FBXL18;0,00;0,84;0,88;1,80
SARDH;0,00;0,99;0,88;0,68
OR51J1;0,43;1,06;0,88;0,31
PCDHGB3;0,00;1,11;0,88;-0,28
A1CF;0,00;0,93;0,88;0,99
SYNPR;0,00;1,04;0,88;0,42
SDR16C5;0,01;1,20;0,88;-0,26
AQP1;0,09;1,01;0,88;0,54
CMTM6;0,43;1,03;0,88;0,50
ERRFI1;0,01;0,94;0,88;0,90
C17orf103;0,65;1,11;0,88;0,34
ORC1;0,00;1,05;0,88;0,24
CYP11A1;0,00;0,97;0,88;0,77
KIRREL2;0,00;1,00;0,88;0,60
DCST2;0,00;1,10;0,88;-0,13
STRIP2;0,00;0,90;0,88;1,32
ZKSCAN8;0,00;0,92;0,88;1,09
RSPH10B;0,00;1,04;0,88;0,37
MMAB;0,00;1,17;0,88;-0,11
TSEN54;0,00;1,11;0,88;-0,07
ELP2;0,00;1,00;0,88;0,58
SCRT1;0,22;0,55;0,88;2,43
STAB2;0,00;1,06;0,88;-0,16
PARS2;0,00;1,05;0,88;0,29
KRBOX4;0,65;1,13;0,88;0,26
SNF8;0,00;0,87;0,88;1,13
LRRD1;0,00;0,85;0,88;1,53
THSD1;0,00;1,01;0,88;0,50
C14orf37;0,00;1,10;0,88;-0,07
CHAT;0,00;1,04;0,88;0,30
ACAD11;0,00;1,01;0,88;0,51
CHDH;0,00;0,94;0,88;1,02
TTC21A;0,00;0,96;0,88;0,95
ITGAE;0,00;1,04;0,88;0,24
TTF2;0,00;0,97;0,88;0,81
DGCR2;0,00;0,99;0,88;0,66
KCTD19;0,00;0,91;0,88;1,29
RBP2;0,22;1,07;0,88;0,38
IYD;0,00;1,08;0,88;0,24
CKS1B;0,43;0,66;0,88;1,31
DHFR;0,03;0,87;0,88;1,01
DNASE2;0,00;0,99;0,88;0,64
SLC6A7;0,00;1,01;0,88;0,52
HKDC1;0,00;1,09;0,88;-0,14
NIPAL4;0,00;0,89;0,88;1,21
SLC12A7;0,00;0,92;0,89;1,32
PPT1;0,00;1,13;0,89;0,03
TTC3;0,00;1,00;0,89;0,60
FAM184A;0,00;0,93;0,89;1,13
KIF24;0,00;0,99;0,89;0,71
TIE1;0,00;0,90;0,89;1,51
TANGO2;0,00;1,03;0,89;0,45
CYP2S1;0,00;0,94;0,89;0,92
TMEM98;0,01;0,96;0,89;0,73
CCKAR;0,00;1,05;0,89;0,31
ERMP1;0,00;1,19;0,89;-0,84
ZMYND15;0,00;0,93;0,89;1,12
AFAP1L1;0,00;0,94;0,89;1,03
COMMD1;0,22;1,17;0,89;0,04
HHATL;0,00;1,01;0,89;0,56
PEBP1;0,09;0,90;0,89;0,94
DRG2;0,00;0,76;0,89;1,82
FANCD2;0,00;1,06;0,89;0,04
LRMP;0,00;0,97;0,89;0,78
SIGLEC14;0,00;1,03;0,89;0,44
GPR56;0,00;1,10;0,89;-0,07
COQ2;0,00;1,13;0,89;-0,03
MAATS1;0,00;1,07;0,89;0,09
HERC6;0,00;0,93;0,89;1,16
LHCGR;0,00;1,07;0,89;0,16
RAB3IP;0,00;0,99;0,89;0,67
CHMP3;0,00;0,95;0,89;0,80
CCDC85A;0,00;1,13;0,89;-0,21
RHOG;0,43;0,48;0,89;2,49
PPIL4;0,00;0,85;0,89;1,40
RNF103-CHMP3;0,00;0,95;0,89;0,80
CRB2;0,00;0,95;0,89;1,11
TMEM169;0,01;1,07;0,89;0,30
USH1C;0,00;1,19;0,89;-0,87
DHX32;0,00;0,90;0,89;1,26
NT5DC1;0,00;1,01;0,89;0,53
SLC15A1;0,00;1,09;0,89;-0,04
SPTSSA;0,65;1,19;0,89;0,23
MEF2BNB-MEF2B;0,00;0,88;0,89;1,19
CHRDL2;0,00;0,90;0,89;1,14
PEAR1;0,00;0,99;0,89;0,71
NXT1;0,65;0,54;0,89;1,95
SCLT1;0,00;1,14;0,89;-0,27
DPYSL4;0,00;0,92;0,89;1,15
GEMIN7;0,65;1,08;0,89;0,35
ARMCX5;0,03;0,91;0,89;1,04
METTL13;0,00;0,93;0,89;1,04
RPIA;0,00;0,92;0,89;0,96
IL4I1;0,00;0,82;0,89;1,78
MPDZ;0,00;1,32;0,89;-2,98
C5orf30;0,43;0,84;0,89;1,16
BPIFC;0,00;1,01;0,89;0,52
BBS5;0,00;0,94;0,89;0,85
KHNYN;0,00;1,04;0,89;0,35
SAPCD2;0,00;0,94;0,89;0,83
C9orf147;0,65;1,28;0,89;0,02
ZNF74;0,00;0,92;0,89;1,14
NSL1;0,00;1,08;0,89;0,24
GTF3C5;0,00;0,97;0,89;0,77
SPICE1;0,00;1,03;0,89;0,35
EID1;0,43;1,21;0,89;-0,14
PCDHGA1;0,00;1,08;0,89;-0,05
RPL36A;0,43;0,94;0,89;0,74
CYBRD1;0,01;1,00;0,89;0,59
PYGB;0,00;1,08;0,89;-0,05
ITIH3;0,00;0,97;0,89;0,84
ATP5G1;0,43;0,76;0,89;1,27
TMEM210;0,64;1,14;0,89;0,21
PADI2;0,00;1,01;0,89;0,49
ZNF697;0,00;0,86;0,89;1,43
SH2B2;0,00;0,80;0,89;1,84
PFKFB1;0,00;1,14;0,89;-0,05
FANCE;0,00;1,09;0,89;0,13
MRPS22;0,00;1,10;0,89;0,13
MDM1;0,00;1,07;0,89;0,15
KY;0,00;0,96;0,89;0,83
LRP10;0,00;1,03;0,89;0,41
CEL;0,00;1,07;0,89;0,11
WDR27;0,00;1,16;0,89;-0,59
CES4A;0,00;0,91;0,89;1,08
DDX19B;0,00;0,71;0,89;2,22
CNTRL;0,00;1,03;0,89;0,22
ADCY4;0,00;0,90;0,89;1,43
ENOX2;0,00;0,96;0,89;0,83
FAM71E2;0,00;0,95;0,89;1,01
MRPL47;0,00;1,22;0,89;-0,22
UBA7;0,00;0,95;0,89;0,99
SLC25A43;0,09;0,80;0,89;1,25
ZNF720;0,22;1,04;0,89;0,49
DPPA3;0,22;1,27;0,89;-0,25
FAM131C;0,01;1,19;0,89;-0,19
PPP2R3B;0,00;1,32;0,89;-1,40
AGBL2;0,00;0,92;0,89;1,17
POGLUT1;0,00;0,89;0,89;1,15
TTC9B;0,22;0,75;0,89;1,49
GABRR2;0,00;1,05;0,89;0,30
SAMM50;0,00;0,94;0,89;0,92
MARCH2;0,03;0,92;0,89;0,92
ATF3;0,09;0,97;0,89;0,70
PANK3;0,00;0,59;0,89;2,50
KIAA1683;0,00;1,02;0,89;0,34
QRSL1;0,00;0,91;0,89;1,07
OPN3;0,00;0,90;0,89;1,10
DNAJC27;0,00;1,03;0,89;0,48
PAX4;0,00;1,25;0,89;-0,56
DUSP12;0,00;1,00;0,89;0,58
TMEM55A;0,00;0,85;0,89;1,21
BEST4;0,00;0,73;0,89;2,01
PCCB;0,00;1,24;0,89;-0,87
LGI2;0,00;0,83;0,89;1,63
ATP6V1D;0,00;0,86;0,89;1,13
LSG1;0,00;1,04;0,89;0,33
CCDC41;0,00;1,03;0,89;0,41
ZNF32;0,03;0,79;0,90;1,42
PGBD1;0,00;0,96;0,90;0,86
KIF27;0,00;1,01;0,90;0,53
MYH13;0,00;1,04;0,90;0,11
PRKX;0,03;0,75;0,90;1,60
ERCC4;0,00;1,18;0,90;-0,76
FCN3;0,00;1,04;0,90;0,42
NMU;0,00;1,17;0,90;0,07
RXFP1;0,00;0,92;0,90;1,12
SOX15;0,21;0,99;0,90;0,62
PARVG;0,00;1,07;0,90;0,28
C1QL4;0,42;0,95;0,90;0,81
ABCC3;0,00;1,00;0,90;0,63
ZNF180;0,00;1,06;0,90;0,21
LSP1;0,00;1,01;0,90;0,53
TG;0,00;1,15;0,90;-1,41
TRIM56;0,00;0,91;0,90;1,25
EPO;0,01;1,01;0,90;0,56
CD46;0,00;0,99;0,90;0,62
MFGE8;0,00;1,19;0,90;-0,36
TTC4;0,00;1,07;0,90;0,25
GDAP2;0,00;0,94;0,90;0,93
IQCB1;0,00;1,05;0,90;0,31
TMPRSS13;0,00;0,93;0,90;1,01
LAP3;0,00;0,91;0,90;1,09
TM9SF1;0,00;0,77;0,90;2,11
PLCD4;0,00;0,88;0,90;1,42
UPP2;0,00;1,04;0,90;0,38
H1F0;0,64;0,92;0,90;0,88
MCCC2;0,00;1,05;0,90;0,31
CCDC159;0,00;1,03;0,90;0,49
POLR2D;0,21;0,65;0,90;1,58
GPRC5D;0,00;0,99;0,90;0,62
ABCD4;0,00;1,07;0,90;0,17
ZBTB8B;0,00;0,65;0,90;2,62
MYL3;0,09;0,95;0,90;0,76
PCDHGA3;0,00;1,06;0,90;0,06
PROP1;0,09;1,09;0,90;0,25
TARSL2;0,00;1,04;0,90;0,31
NAP1L3;0,09;1,02;0,90;0,49
CWC27;0,00;0,97;0,90;0,76
CYSTM1;0,42;0,97;0,90;0,67
SLC17A2;0,00;0,83;0,90;1,46
ASB3;0,00;1,15;0,90;-0,27
MBIP;0,00;1,10;0,90;0,14
SMYD3;0,00;1,07;0,90;0,24
PMPCB;0,00;1,15;0,90;-0,22
GALNT6;0,00;1,04;0,90;0,35
DLGAP5;0,00;1,07;0,90;0,11
DOLK;0,00;0,93;0,90;0,98
GPR75-ASB3;0,00;1,15;0,90;-0,29
GCNT7;0,09;0,97;0,90;0,70
SFT2D2;0,01;1,25;0,90;-0,16
TBCB;0,01;0,95;0,90;0,80
RFC4;0,00;1,19;0,90;-0,29
OTOGL;0,00;1,00;0,90;0,58
MLPH;0,00;1,11;0,90;-0,12
TMEM8A;0,00;1,23;0,90;-1,13
CYB561A3;0,01;0,93;0,90;0,90
PFN2;0,42;0,49;0,90;1,97
RPP40;0,00;1,08;0,90;0,24
CDC42EP4;0,21;1,05;0,90;0,33
ESM1;0,21;0,89;0,90;0,98
SLC36A1;0,00;0,86;0,90;1,38
ANKRD24;0,00;1,01;0,90;0,54
RNF13;0,00;0,93;0,90;0,90
KLHDC1;0,00;1,04;0,90;0,40
ST8SIA4;0,00;0,75;0,90;1,74
HSD17B12;0,00;0,99;0,90;0,65
CCDC163P;0,42;1,17;0,90;0,12
F7;0,00;1,05;0,90;0,32
GSTA4;0,01;1,09;0,90;0,27
FUCA2;0,00;0,96;0,90;0,82
MCCC1;0,00;1,01;0,90;0,54
PRDX2;0,09;0,88;0,90;1,05
SGSM3;0,00;1,06;0,90;0,16
RIN3;0,00;0,98;0,90;0,77
POPDC3;0,01;0,98;0,90;0,67
VTA1;0,00;1,21;0,90;-0,31
RP11-196G11,1;0,09;1,13;0,90;0,17
TRAPPC1;0,09;0,77;0,90;1,28
ACSS2;0,00;0,93;0,90;1,08
NAGLU;0,00;0,94;0,90;0,99
TMEM173;0,00;0,79;0,90;1,64
UTP23;0,09;0,97;0,90;0,69
ZBTB49;0,00;0,99;0,90;0,66
MRPL39;0,00;1,21;0,90;-0,37
NLN;0,00;1,05;0,90;0,25
RBM24;0,09;0,77;0,90;1,50
CD80;0,01;0,96;0,90;0,75
SERPINB5;0,00;1,04;0,90;0,39
ZNF680;0,42;1,09;0,90;0,12
LRRC58;0,00;0,79;0,90;1,50
IL27RA;0,00;0,92;0,90;1,12
ARHGAP15;0,00;1,09;0,90;0,14
NOM1;0,00;1,21;0,90;-0,97
N4BP2L2;0,00;1,03;0,90;0,40
MYOF;0,00;1,04;0,90;0,11
DNTTIP2;0,00;1,00;0,90;0,57
PIGQ;0,00;1,09;0,90;-0,09
MCF2L2;0,00;0,98;0,90;0,79
GADD45B;0,21;0,81;0,90;1,21
SSBP1;0,00;0,83;0,90;1,11
CMYA5;0,00;1,04;0,90;-0,06
SRP9;0,42;0,75;0,90;1,13
C7;0,00;1,17;0,90;-0,64
ATL3;0,00;0,90;0,90;1,15
C12orf75;0,64;1,33;0,90;0,13
TBC1D32;0,00;1,06;0,90;0,04
MCMDC2;0,00;0,92;0,90;1,07
ICOS;0,03;0,81;0,91;1,21
KCNK1;0,03;0,97;0,91;0,72
POTEE;0,00;1,51;0,91;-2,73
NDUFAF1;0,00;1,23;0,91;-0,44
KARS;0,00;1,21;0,91;-0,73
UFC1;0,00;1,11;0,91;0,23
DYM;0,00;1,06;0,91;0,24
KCNS3;0,00;0,92;0,91;1,02
CKS2;0,42;0,64;0,91;1,28
PLXDC1;0,00;0,93;0,91;1,02
PCDP1;0,00;1,11;0,91;-0,16
CLN3;0,00;1,14;0,91;-0,15
CPXM1;0,00;0,87;0,91;1,50
EDAR;0,00;0,98;0,91;0,73
ZNF25;0,00;1,15;0,91;-0,15
TIMM17B;0,09;0,76;0,91;1,31
LRIG2;0,00;1,01;0,91;0,48
SESN2;0,00;0,82;0,91;1,65
ARMC3;0,00;0,96;0,91;0,91
SLC25A46;0,00;1,09;0,91;0,16
PCCA;0,00;1,06;0,91;0,19
DPY19L2;0,00;0,98;0,91;0,71
SLC3A2;0,00;0,91;0,91;1,15
ZMYND12;0,00;0,98;0,91;0,71
GLMN;0,00;0,94;0,91;0,95
MIP;0,03;0,85;0,91;1,20
C12orf65;0,21;1,33;0,91;-0,43
DONSON;0,00;1,07;0,91;0,24
PALD1;0,00;0,97;0,91;0,83
TACR1;0,00;1,00;0,91;0,57
IL1RN;0,03;1,18;0,91;0,01
AMPD3;0,00;0,99;0,91;0,67
EPHX4;0,00;0,90;0,91;1,06
KIAA0556;0,00;1,07;0,91;-0,11
AC087645,1;0,21;1,00;0,91;0,61
TAGLN;0,09;1,06;0,91;0,37
TOR1AIP1;0,00;1,25;0,91;-0,88
SLC44A4;0,00;0,92;0,91;1,11
TGS1;0,00;1,24;0,91;-1,16
DUS2;0,00;1,00;0,91;0,60
ZCRB1;0,00;0,89;0,91;0,96
TIGD5;0,00;0,81;0,91;1,73
MEGF6;0,00;1,01;0,91;0,46
CRLF1;0,00;1,02;0,91;0,47
CHML;0,00;1,10;0,91;-0,04
ANKRD30B;0,00;1,16;0,91;-0,72
ANKRD6;0,00;0,98;0,91;0,74
OR52B1P;0,42;1,25;0,91;-0,36
NME7;0,00;1,02;0,91;0,50
PCDHGA11;0,00;0,94;0,91;1,07
BCL2A1;0,21;0,83;0,91;1,13
UNC45B;0,00;1,12;0,91;-0,40
GSR;0,00;1,01;0,91;0,51
HEATR6;0,00;0,98;0,91;0,78
AFP;0,00;1,07;0,91;0,19
ADAMTS8;0,00;1,01;0,91;0,52
ROBO4;0,00;1,06;0,91;0,09
RNF24;0,03;0,82;0,91;1,12
FIBIN;0,42;1,08;0,91;0,31
CISD2;0,42;0,75;0,91;1,27
ABCA4;0,00;1,10;0,91;-0,66
PELO;0,01;0,99;0,91;0,64
FUZ;0,00;1,03;0,91;0,44
P2RY2;0,08;1,07;0,91;0,20
ZNF175;0,00;0,97;0,91;0,79
RPS6KL1;0,00;1,00;0,91;0,61
HSCB;0,00;1,11;0,91;0,19
IL12RB1;0,00;1,05;0,91;0,24
TNMD;0,00;0,93;0,91;0,86
DLEC1;0,00;1,10;0,91;-0,50
ANO9;0,00;0,92;0,91;1,21
GCNT4;0,00;1,12;0,91;-0,03
ZNF696;0,21;1,08;0,91;0,18
FYCO1;0,00;1,04;0,91;0,17
ZNF772;0,00;1,02;0,91;0,49
STMN3;0,08;0,77;0,91;1,34
ZCCHC7;0,00;1,04;0,91;0,35
LILRA6;0,00;1,20;0,91;-0,43
ZNRD1;0,21;0,85;0,91;1,00
ALPK3;0,00;1,04;0,91;0,13
NAT10;0,00;0,93;0,91;1,17
LYSMD2;0,42;1,14;0,91;0,21
TGIF1;0,01;1,08;0,91;0,18
SCNN1A;0,00;1,16;0,91;-0,49
SFXN4;0,00;0,96;0,91;0,77
TMPRSS11E;0,00;1,06;0,91;0,31
FCRL1;0,00;1,10;0,91;0,06
DERA;0,00;1,11;0,91;0,13
HLA-B;0,00;1,13;0,91;-0,01
COL24A1;0,00;1,08;0,91;-0,21
ILVBL;0,00;0,97;0,91;0,82
HMGN1;0,21;1,84;0,91;-1,37
TMEM205;0,03;1,08;0,91;0,31
PQLC1;0,01;1,16;0,91;-0,10
FAM20B;0,00;0,93;0,91;0,98
CCDC138;0,00;1,13;0,91;-0,21
KLHL31;0,00;0,97;0,91;0,77
KRTDAP;0,08;1,17;0,91;0,17
COCH;0,00;0,99;0,91;0,68
SIMC1;0,00;1,01;0,91;0,54
ZNF311;0,00;0,96;0,91;0,83
ZNF329;0,00;1,08;0,91;0,12
SDE2;0,00;1,07;0,91;0,21
SLC26A6;0,00;1,00;0,91;0,62
NSUN4;0,00;0,95;0,91;0,83
CYCS;0,64;0,75;0,91;1,18
GH1;0,03;1,42;0,91;-0,94
EPS8L3;0,00;1,08;0,91;0,09
IAH1;0,00;1,08;0,91;0,29
C18orf64;0,08;1,05;0,92;0,44
POC5;0,00;1,04;0,92;0,39
BRCA1;0,00;1,00;0,92;0,58
ZFP30;0,00;1,05;0,92;0,30
DARS2;0,00;0,90;0,92;1,19
ARHGEF38;0,00;0,99;0,92;0,65
IFIT5;0,00;1,04;0,92;0,35
ZNF322;0,03;0,71;0,92;1,82
ZNF813;0,64;1,20;0,92;-0,65
DDC;0,00;1,03;0,92;0,41
ELK4;0,00;1,02;0,92;0,48
SAP18;0,08;0,95;0,92;0,77
ATP6AP1L;0,03;1,07;0,92;0,34
HSDL1;0,00;1,36;0,92;-1,08
COLGALT2;0,00;0,97;0,92;0,81
STK16;0,00;0,91;0,92;1,02
TBC1D4;0,00;0,99;0,92;0,70
ZCCHC18;0,41;0,96;0,92;0,75
P2RX7;0,00;1,03;0,92;0,40
MICAL1;0,00;1,10;0,92;-0,24
CHKB;0,00;1,23;0,92;-0,53
ORAI2;0,20;0,80;0,92;1,45
TYMP;0,00;1,12;0,92;-0,10
MRPL45;0,00;1,04;0,92;0,39
EEF1E1;0,08;1,02;0,92;0,52
HEXB;0,00;0,99;0,92;0,65
ACSBG2;0,00;1,06;0,92;0,22
TMPRSS11D;0,00;1,02;0,92;0,48
B3GALT1;0,01;0,78;0,92;1,58
WNT10B;0,00;0,91;0,92;1,05
PAQR3;0,00;1,00;0,92;0,60
FICD;0,01;1,05;0,92;0,31
ARL6;0,01;1,01;0,92;0,56
GLYATL1;0,00;1,27;0,92;-0,62
CD69;0,03;1,25;0,92;-0,26
KREMEN2;0,00;0,82;0,92;1,51
GDF1;0,41;0,74;0,92;1,69
ZNF484;0,00;0,87;0,92;1,51
SNX7;0,00;1,05;0,92;0,37
POLR1E;0,00;0,97;0,92;0,74
CC2D1B;0,00;1,21;0,92;-1,01
DUSP1;0,01;0,75;0,92;1,72
ZCCHC9;0,00;1,01;0,92;0,57
ARG1;0,00;1,12;0,92;0,06
CA6;0,00;1,12;0,92;0,08
PHACTR1;0,64;0,96;0,92;0,71
IRF3;0,00;0,91;0,92;1,08
TPPP;0,20;0,96;0,92;0,76
PLA2G4D;0,00;1,14;0,92;-0,41
VWA3A;0,00;0,99;0,92;0,71
GDNF;0,20;0,87;0,92;1,10
UBASH3A;0,00;1,04;0,92;0,34
GTF2B;0,00;0,56;0,92;2,53
FBXL4;0,00;1,01;0,92;0,55
NLRC4;0,00;0,95;0,92;0,98
RBAK;0,00;1,08;0,92;0,09
UEVLD;0,00;0,96;0,92;0,79
LRRC46;0,00;0,94;0,92;0,85
SLFN14;0,00;0,75;0,92;2,43
ICOSLG;0,00;0,89;0,92;1,13
